Variables=z/L,<greek>x</greek>,<greek>h</greek>,Re(r),Im(r),T,<greek>f</greek>,|r|,|a|,|b|,|a'|,ds_count,energyRelativeError
2.350000e+02	1.277389892989873e-02	2.520767540260733e-04	1.943167858743346e-03	9.247292060940366e-04	2.878615e+03	-2.014968e+00	2.151982e-03	7.680487e-16	9.887935e-01	4.594804e+02	1	1.374357e-01
2.400000e+02	1.881870631077182e-02	1.883508305303502e-04	-7.753437225396101e-04	-1.934323046437223e-03	4.540880e+03	3.812257e-01	2.083930e-03	5.444985e-16	1.005556e+00	4.825286e+02	3	4.063223e-02
2.400000e+02	-2.996124853109450e-02	1.489093209931289e-04	-1.825015119708276e-03	1.674028323569370e-04	6.101190e+03	1.662267e+00	1.832677e-03	8.659682e-16	1.047727e+00	5.716921e+02	3	4.063223e-02
2.400000e+02	3.003111709760241e-02	6.771522633368375e-05	-1.897977287273285e-03	-7.344999462964688e-05	1.949956e+04	1.532117e+00	1.899398e-03	2.418150e-15	9.872383e-01	5.197638e+02	3	4.063223e-02
2.450000e+02	1.280998083762260e-02	8.261360139486073e-04	2.580533858663723e-03	1.072146345286159e-03	3.180257e+02	-1.964571e+00	2.794397e-03	2.190372e-15	9.686510e-01	3.466405e+02	5	7.354622e-02
2.450000e+02	1.877306449193553e-02	4.507997976466131e-04	-8.065603954096210e-04	-2.284780580101716e-03	1.096470e+03	3.393577e-01	2.422966e-03	1.133494e-15	1.010820e+00	4.171829e+02	5	7.354622e-02
2.450000e+02	-2.990641806550517e-02	3.556492163479258e-04	-2.199279685769156e-03	2.451657018895613e-04	1.595629e+03	1.681813e+00	2.212902e-03	3.166316e-15	1.122481e+00	5.072438e+02	5	7.354622e-02
2.450000e+02	3.000638176749166e-02	2.817036184119931e-04	-2.052673414728613e-03	-3.514833146090665e-04	2.320426e+03	1.401209e+00	2.082549e-03	1.662341e-15	9.463481e-01	4.544182e+02	5	7.354622e-02
2.450000e+02	-1.247599324813005e-02	7.013097547638595e-05	-1.876789077643620e-03	-4.857676084327532e-05	1.849497e+04	1.544919e+00	1.877418e-03	3.520771e-16	1.007822e+00	5.368127e+02	5	7.354622e-02
2.500000e+02	1.283128696477189e-02	1.088590300172475e-03	3.000126103511260e-03	1.142282377279825e-03	1.783551e+02	-1.934594e+00	3.210228e-03	4.590200e-16	9.623946e-01	2.997901e+02	6	3.053700e-02
2.500000e+02	1.872216257112159e-02	7.033625561631670e-04	-8.176912081247970e-04	-2.702971148882698e-03	4.953852e+02	2.937632e-01	2.823946e-03	1.199477e-15	1.012756e+00	3.586314e+02	6	3.053700e-02
2.500000e+02	-2.985045315213961e-02	5.493123754936286e-04	-2.648177492181206e-03	3.395244209455404e-04	8.082511e+02	1.698311e+00	2.669854e-03	1.720522e-15	1.202558e+00	4.504208e+02	6	3.053700e-02
2.500000e+02	2.997496455123494e-02	4.842428200456161e-04	-2.177354936623104e-03	-6.728362483544827e-04	8.835790e+02	1.271089e+00	2.278943e-03	9.911427e-16	9.075477e-01	3.982318e+02	6	3.053700e-02
2.500000e+02	-1.241537051199171e-02	2.894585605895170e-04	-2.133415611793563e-03	1.942534261795527e-05	2.253106e+03	1.579901e+00	2.133504e-03	2.044655e-16	1.033963e+00	4.846312e+02	6	3.053700e-02
2.500000e+02	-2.027001293824383e-03	2.134324463745469e-04	2.029973417936073e-03	1.853998791773730e-03	4.363437e+03	-2.310918e+00	2.749201e-03	3.018380e-16	1.030744e+00	3.749250e+02	6	3.053700e-02
2.550000e+02	1.285445450841868e-02	1.335293168994883e-03	3.496234662506532e-03	1.206159533564254e-03	1.219259e+02	-1.902999e+00	3.698443e-03	3.696967e-16	9.584970e-01	2.591623e+02	8	1.275146e-02
